"tier","name","kind","url","evidence","qualification","action"
"secondary","SAIC","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Peraton","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Battelle","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Amentum","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Deloitte","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Dell Technologies","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Maximus","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","BAE Systems","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Fluor","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","KBR","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","HII","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","V2X","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","ManTech","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","MITRE","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Carahsoft","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Akima","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Serco","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","AT&T","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","IBM","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","SMX","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","The Aerospace Corporation","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Parsons","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Chemonics","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Textron","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","CGI Federal","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","ASRC Federal","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","GovCIO","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","FCN","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Oracle-Cerner","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Minburn Technology Group","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Loyal Source","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","ThunderCat Technology","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Sierra Nevada Corporation","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Blue Origin","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","V3Gate","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Four Points Technology","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Guidehouse","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Chenega","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Bechtel","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","General Atomics","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Astrion","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","ICF","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Everforth ECS","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","AECOM","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Verizon","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","New Tech Solutions","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","SpaceX","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Torch Technologies","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Leonardo DRS","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Microsoft","federal-ecosystem","https://www.washingtontechnology.com/rankings/top-100/2026/","organization named in 2026 federal contractor ranking; exact LinkedIn identity pending","ecosystem watch; do not infer Phase 1 revenue fit from federal awards","follow-only/watch; prioritize relevant program and growth posts"
"secondary","Deltek","competitor","https://www.linkedin.com/company/deltek","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","GovTribe","competitor","https://www.linkedin.com/company/govtribe","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","HigherGov","competitor","https://www.linkedin.com/company/highergov","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","Procurement Sciences","competitor","https://www.linkedin.com/company/procurement-sciences","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","AlphaSense","competitor","https://www.linkedin.com/company/alphasense","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","Dataminr","competitor","https://www.linkedin.com/company/dataminr","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","Palantir Technologies","competitor","https://www.linkedin.com/company/palantir-technologies","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","Crayon","competitor","https://www.linkedin.com/company/crayon-co","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","Klue","competitor","https://www.linkedin.com/company/klue","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","Recorded Future","competitor","https://www.linkedin.com/company/recorded-future","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","interos.ai","competitor","https://www.linkedin.com/company/interos-ai","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","FiscalNote","competitor","https://www.linkedin.com/company/fiscalnote","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","Govly","competitor","https://www.linkedin.com/company/govly","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","SCIP","peer/research","https://www.linkedin.com/company/scip","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","ACT-IAC","peer/research","https://www.linkedin.com/company/american-council-for-technology-act-%26-industry-advisory-council-iac-","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","Bellingcat","peer/research","https://www.linkedin.com/company/bellingcat","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","OCCRP","peer/research","https://www.linkedin.com/company/the-organized-crime-and-corruption-reporting-project","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","C4ADS","peer/research","https://www.linkedin.com/company/c4ads","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
"secondary","RANE","peer/research","https://www.linkedin.com/company/rane","public LinkedIn identity observed","audience relevance assessed; commercial fit not assumed","follow-only/watch; engage only on evidence relevant to Pyrnova"
